id,price,beds,bathrooms,area,price_per_sqm,title,location,listing_date,listing_url,verified,deal_score,deal_label,deal_reasons,analyzed_at,is_actionable
aHR0cHM6Ly93,4850000,3,2,126,38492,"A CHANCE FOR HOUSING AND INVESTMENT IN MADINATY, PREMIUM 108 GROUND AND WITH A
PRIVATE GARDEN OF 55 M IN THE BEST LOCATION IN MADINATY","Al Andalous, 5th Settlement•",0 minutes ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,4350000,2,1,130,33462,"ROOF 283M FOR SALE IN 5TH SETTLEMENT, DIRECTLY FROM THE OWNER, WITH A CASH
DISCOUNT","Arabia Compound, 5th Settlement•",2 minutes ago,https://www.dubizzle.com.egnull,No,5,Normal 🟡,Good PPM 💰,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,6700000,2,2,176,38068,APARTMENT FOR SALE IN NEW LOTUS,"3rd District, 5th Settlement•",0 minutes ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,Optimal Size 📐,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,4800000,3,1,160,30000,"RARE OPPORTUNITY IN IL BOSCO R7 | 135M² APARTMENT ON THE GREEN RIVER AT A
BELOW-MARKET PRICE + 50% DISCOUNT FOR A LIMITED TIME","3rd District, 5th Settlement•",0 minutes ago,https://www.dubizzle.com.egnull,No,8,Good Deal 🟢,"Good PPM 💰, Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,12500000,3,3,211,59242,"BEST VALUE IN NEW CAIRO: FULLY FINISHED 3-BEDROOM APARTMENT WITH CONVENIENT
INSTALLMENT PLAN","Madinaty, Cairo•",2 minutes ago,https://www.dubizzle.com.egnull,No,2,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,5000000,2,2,100,50000,SUPER LUX APARTMENT FOR SALE – ARABIA COMPOUND – FIFTH SETTLEMENT,"Privado, Madinaty•",2 minutes ago,https://www.dubizzle.com.egnull,No,0,Normal 🟡,,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,3300000,3,2,180,18333,"FULLY FINISHED, FULLY FURNISHED APARTMENT WITH APPLIANCES & ACS FOR SALE – FIFTH
SETTLEMENT (THIRD DISTRICT – VILLAS)","Shorouk City, Cairo•",2 minutes ago,https://www.dubizzle.com.egnull,No,10,Good Deal 🟢,"Exceptional PPM 🔥, Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,2200000,1,1,60,36667,"FRONT-FACING APARTMENT FOR SALE WITH SUPER LUX FINISHING AND MAIN STREET VIEW –
FIFTH SETTLEMENT (THIRD DISTRICT)","Sarai, Mostakbal City•",2 minutes ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,Budget Friendly 💚,2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,10000000,3,3,160,62500,"SHAQUT LUQTT LILBAYE FI MANATIQ 'ARQAA MADINATAY B2 MAJMUEAT 25 FURSAT DHAHABIAT
LIAIMTILAK SHAQAT FAKHIRAT BITASHTIB FUNDUQIIN ALMISAHATI: 211 MI² DAWR TALAT
'AKBAR RISBISHN WABILKUNAT FI ALNAMUDHAJ FIU JARDIN MAFTUH + MAJARI ALSAYL 'AMAM
ALKHADAMAT MUBA","The Address East Compound, 5th Settlement•",3 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.345Z,FALSE
aHR0cHM6Ly93,3850000,3,2,130,29615,"100 METERS FOR SALE IN PRIVADO COMPOUND, MADINATY. TOTAL PRICE 5 MILLION. EASY
INSTALLMENTS OVER 12 YEARS.","Janna, 5th Settlement•",3 minutes ago,https://www.dubizzle.com.egnull,No,6,Normal 🟡,"Good PPM 💰, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13652000,4,4,250,54608,"A BEAUTIFUL APARTMENT 180M FULLY FINISHED WITH ALL FACILITIES IMMEDIATE DELIVERY
OPEN VIEW","Palm Hills New Cairo Compound, 5th Settlement•",3 minutes ago,https://www.dubizzle.com.egnull,No,2,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,3400000,3,2,320,10625,STUDIO READY TO MOVE FOR SALE IN SARAI NEW CAIRO BY MNHD,"Shorouk City, Cairo•",4 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,2753532,1,1,69,39906,LOWEST PRICE 3BR FOR SALE IN ADDRESS EAST | PRIME LOCATION | NEW CAIRO,"Aljar, Shorouk City•",4 minutes ago,https://www.dubizzle.com.egundefined,No,4,Normal 🟡,Budget Friendly 💚,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,10470000,2,3,170,61588,Green Home,"Fifth Square Compound, 5th Settlement•",1 week ago,https://www.dubizzle.com.egnull,No,2,Normal 🟡,Optimal Size 📐,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13131000,3,3,197,66655,Property Hills One 1,"Sodic East, New Heliopolis•",1 hour ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13200000,4,4,240,55000,Remax Avalon,"Palm Hills New Cairo Compound, 5th Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,12000000,3,3,160,75000,4 C,"Fifth Square Compound, 5th Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,11500000,2,3,149,77181,"LOWEST DOWN PAYMENT ,TOTAL PRICE APARTMENT 3BEDROOMS FINISHED WITH ACS READY TO
MOVE INSTALLMENTS IN AL MARASEM FIFTH SQUARE CAIRO FIFTH SETTLEMENT","Fifth Square Compound, 5th Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,1,Normal 🟡,New Listing ⚡,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,12500000,2,3,144,86806,DUPLEX GARDEN FINISHED ON LANDSCAPE IN SODIC EAST,"Villette Compound, 5th Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,1,Normal 🟡,New Listing ⚡,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,7750000,3,3,220,35227,OWN YOUR READY TO MOVE APARTMENT WITH LOWEST PRICE,"Stone Residence Compound, Katameya•",2 hours ago,https://www.dubizzle.com.egnull,No,5,Normal 🟡,"Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13000000,2,3,127,102362,"FULLY FINISHED WITH A/C'S AND KITCHEN GROUND-FLOOR APARTMENT WITH PRIVATE GARDEN
FOR SALE IN MOON RESIDENCES, FIFTH SQUARE NEW CAIRO","Eastown Compound, 5th Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,1,Normal 🟡,New Listing ⚡,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,12850000,3,4,224,57366,"LUXURY APARTMENT SKY LOFT READY TO MOVE DOWNPAYMENT AND INSTALLMENTS FOR SALE IN
MOON RESIDENCES, FIFTH SQUARE","Swan Lake Residences, 1st Settlement•",2 hours ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,7000000,3,3,160,43750,FURNISHED APARTMENT IN LAKE VIEW 1 144M OPEN VIEW,"Taj City Compound, 1st Settlement•",3 hours ago,https://www.dubizzle.com.egnull,No,6,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,9800000,3,3,185,52973,OWN YOUR 3 BEDROOMS APARTMENT READY TO MOVE IN STONE RESIDENCE - NEW CAIRO,"Taj City Compound, 1st Settlement•",3 hours ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,4500000,4,3,230,19565,LOWEST FINISHED 127M RAPRTMENT IN EASTOWN SODIC,"5th Settlement, New Cairo•",35 minutes ago,https://www.dubizzle.com.egnull,No,9,Good Deal 🟢,"Exceptional PPM 🔥, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,5300000,3,2,195,27179,"READY TO MOVE FULLY FINISHED LOWEST PRICE IN MARKET 3 BEDROOMS APARTMENT FOR
SALE IN SWAN LAKE RESIDENCE COMPOUND NEW CAIRO 5TH SETTLEMENT","5th Settlement, New Cairo•",36 minutes ago,https://www.dubizzle.com.egnull,No,7,Normal 🟡,"Good PPM 💰, Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,9500000,3,2,163,58282,"UNDER MARKET PRICE READY TO MOVE PRIME LOCATION DOUBLE VIEW 3 BEDROOMS APARTMENT
FOR SALE IN TAJ CITY","The Address East Compound, 5th Settlement•",39 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,18823000,3,3,174,108178,APARTMENT FOR SALE IN TAJ CITY LAKE PARK IMMEDIATE DELIVERY,"Sodic East, New Heliopolis•",40 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,11000000,3,3,210,52381,"FOR SALE, A FULLY FINISHED APARTMENT OF 230 METERS, READY FOR VIEWING AND
DELIVERY IN FIFTH SETTLEMENT, IN INSTALLMENTS NEXT TO THE AMERICAN UNIVERSITY IN
A DISTINGUISHED LOCATION NEW CAIRO AUC APARTMENT FULLY FINISHED","EL Patio ORO Compound, 5th Settlement•",41 minutes ago,https://www.dubizzle.com.egnull,No,2,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,5100000,3,2,220,23182,"للبيع شقه 200 متشطبه جاهزه للمعاينه والاستلام بالتجمع الخامس بالتقسيط بجوار
الجامعه الامريكيه في لوكيشن مميز NEW CAIRO AUC APARTMENT FULLY FINISHED","5th Settlement, New Cairo•",42 minutes ago,https://www.dubizzle.com.egnull,No,8,Good Deal 🟢,"Exceptional PPM 🔥, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,24000000,3,3,266,90226,"ATTRACTIVE PRICE A VERY PRIME FULLY FINISHED GROUND APARTMENT IN THE ADRESS EAST
- NEW CAIRO","Lake view Residence Compound, 5th Settlement•",45 minutes ago,https://www.dubizzle.com.egnull,No,2,Normal 🟡,Family Size 🛏,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,10500000,3,2,180,58333,"10 YEARS INSTALLMENTS DELIVERY 2027 FINISHED 3BD+NANNY APARTMENT FOR SALE IN
SODIC EAST APARTMENT FOR SALE FINISHED INSTALLMENTS LONG PAYMENT","Rehab City, New Cairo•",53 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,12500000,3,2,160,78125,"APARTMENT 210M VERY PRIME LOCATION BA7ARY CORNER DIRECT ON LANDSCAPE AND WATER
FEATURES READY TO MOVE EL-PATIO ORONEW CAIRO LAVISTA","Fifth Square Compound, 5th Settlement•",55 minutes ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,10107730,2,2,131,77158,"FOR SALE, AN APARTMENT 220 FULLY FINISHED, READY FOR INSPECTION AND DELIVERY IN
FIFTH SETTLEMENT WITH INSTALLMENTS NEXT TO THE AMERICAN UNIVERSITY IN A PRIME
LOCATION NEW CAIRO AUC APARTMENT FULLY FINISHED","Lake View Residence 2, 5th Settlement•",57 minutes ago,https://www.dubizzle.com.egnull,No,0,Normal 🟡,,2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,3432000,3,2,156,22000,PENTHOUSE READY TO MOVE FOR SALE LAKE VIEW RESIDENCE NEW CAIRO,"Beit Al Watan, 5th Settlement•",59 minutes ago,https://www.dubizzle.com.egnull,No,10,Good Deal 🟢,"Exceptional PPM 🔥, Optimal Size 📐, Family Size 🛏",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13336000,3,3,181,73680,"FOR SALE AT A BARGAIN PRICE IN AL REHAB 2, THE SMART MODEL APARTMENT 180M,
SPECIAL FINISHES, A DISTINGUISHED LOCATION AMONG THE BEST 3-BEDROOM UNITS IN AL
REHAB, CLOSE TO AVENUE MALL","Lake View Residence 2, 5th Settlement•",1 hour ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,4900000,3,3,125,39200,"APARTMENT FOR SALE IN FIFTH SQUARE – MARASEM, OFFERING A PRIME LOCATION AND A
WELL-DESIGNED LAYOUT, IDEAL FOR LIVING OR INVESTMENT IN ONE OF NEW CAIRO","Madinaty, Cairo•",1 hour ago,https://www.dubizzle.com.egnull,No,5,Normal 🟡,"Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,3690000,2,2,113,32655,APARTMENT FOR SALE LAKE VIEW RESIDENCE 2 NEW CAIRO,"Sarai, Mostakbal City•",1 hour ago,https://www.dubizzle.com.egnull,No,6,Normal 🟡,"Good PPM 💰, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,13500000,3,3,200,67500,"APARTMENT 156 M IN BEIT AL WATAN, FIFTH SETTLEMENT, WITH DOWN PAYMENT OF 686,400
AND INSTALLMENTS OVER 60 MONTHS","VGK Compound, 5th Settlement•",1 hour ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,11569000,3,3,168,68863,APARTMENT FOR SALE LAKE VIEW RESIDENCE 2 NEW CAIRO,"Fifth Square Compound, 5th Settlement•",1 hour ago,https://www.dubizzle.com.egnull,No,4,Normal 🟡,"Optimal Size 📐, Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
aHR0cHM6Ly93,21893760,3,3,250,87575,"APARTMENT FOR SALE IN MADINATY B8 – ONE OF THE BEST PHASES | OLD RESERVATION
WITH A 12-YEAR INSTALLMENT PLAN AND DELIVERY WITHIN ONE YEAR","Fifth Square Compound, 5th Settlement•",1 hour ago,https://www.dubizzle.com.egnull,No,3,Normal 🟡,"Family Size 🛏, New Listing ⚡",2026-04-06T13:16:33.346Z,FALSE
